mggid	ship	cruise	sample	device_code	device	year	month	day	time	latdeg	latmin	latminhun	ns	londeg	lonmin	lonminhun	lonew	latlon_orig	lat	lon	water_depth	core_length	device2	comments
09995026	Silas Bent	939011	10154-1	0	unknown	1969	01	19		32	03	0	N	143	59	0	E	m	32.005	143.0983	5449	67	NO INFO AVAIL		
09265001	Lynch	AGOR	1	401	core, gravity, phleger	1966	01	05		38	48	00	N	070	00	00	W	m	38.8	-70	3127	52	PHLEGER CORE		
09245002	Tanner	LIMA	3	101	grab, orange peel	1965	07	03		24	21	30	N	081	45	50	W	m	24.355	-81.7583	220		ORNGE PEEL GRAB		
09245003	Tanner	NLONSU	1	401	core, gravity, phleger	1965	03	17		40	05	00	N	071	12	50	W	m	40.0833	-71.2083	160	28	PHLEGER CORE		
09245003	Tanner	NLONSU	5	401	core, gravity, phleger	1965	03	18		40	02	50	N	071	05	50	W	m	40.0417	-71.0917	251	28	PHLEGER CORE		
09235002	James M. Gilliss	407-69	7-SS29	405	core, gravity, kullenberg	1968	12	16		17	56	7	N	065	33	5	W	m	17.0945	-65.0558	2158	11	KULLENBERG GRAV		
09235003	James M. Gilliss	L.I.396	BS-3	406	core, gravity, ewing	1969	09	09		35	42	60	N	058	32	80	W	m	35.71	-58.5467	2400	65	EWING GRAV CORE		
09235002	James M. Gilliss	407-69	3-SS26	405	core, gravity, kullenberg	1968	12	15		17	58	9	N	065	39	7	W	m	17.0982	-65.0662	1844	18	KULLENBERG GRAV		
09185004	Rehoboth	SAK. F-4	BS-9	405	core, gravity, kullenberg	1966	05	09		35	25	6	N	139	42	7	E	m	35.0427	139.0712	27	118	KULLENBERG		
09005022	Unknown Platform	L.I. 231	1	502	core, piston, ewing	1964	05	18		36	05	20	N	005	19	10	W	m	36.0867	-5.3183	700	63	EWING PISTON		
09005024	Unknown Platform	L.I. 374	2_2204	100	grab, undifferentiated	1968	08	30		09	31	30	N	106	35	10	E	m	9.5217	106.585	18		GRAB SAMPLE		
41995001	Multiple	RU529OCS	05SL_A	100	grab, undifferentiated	1977	08	04		70	31	10	N	149	34	80	W	m	70.5183	-149.58	1		GRAB SAMPLE		
41995001	Multiple	RU529OCS	01SL_B	100	grab, undifferentiated	1977	08	03		70	33	70	N	149	36	30	W	m	70.5617	-149.605	1		GRAB SAMPLE		
41995001	Multiple	RU529OCS	01SL_G	100	grab, undifferentiated	1977	08	03		70	33	70	N	149	36	30	W	m	70.5617	-149.605	1		GRAB SAMPLE		
20995002	Thomas G. Thompson	TT051	004_012	400	core, gravity undiff.	1970	08	16		67	34	70	N	169	08	90	W	m	67.5783	-169.1483	52	29			
20995002	Thomas G. Thompson	TT051	005_017	500	core, piston undiff.	1970	08	16		68	23	50	N	170	52	00	W	m	68.3917	-170.8667	54	768			
20995002	Thomas G. Thompson	TT043	052_097	100	grab, undifferentiated	1969	09	19		65	05	10	N	167	43	40	W	m	65.085	-167.7233	36				
20995002	Thomas G. Thompson	TT051	002_007	400	core, gravity undiff.	1970	08	15		67	46	80	N	167	47	20	W	m	67.78	-167.7867	52	85			
20995002	Thomas G. Thompson	TT043	045_083	100	grab, undifferentiated	1969	09	19		65	11	20	N	167	53	20	W	m	65.1867	-167.8867	34				
20995002	Thomas G. Thompson	TT042	148_311	100	grab, undifferentiated	1969	09	10		61	44	10	N	176	15	60	W	m	61.735	-176.26	102				
60045001	Venture	II-2	31_E	300	core, box	1981	07	17		26	45	37	N	084	14	49	W	m	26.7562	-84.2415	141	100			
60045001	Venture	II-2	33_E	300	core, box	1981	07	25		26	16	32	N	084	05	58	W	m	26.272	-84.093	145	100			
60045001	Venture	II-2	25_C	300	core, box	1981	07	31		24	47	57	N	082	13	16	W	m	24.7928	-82.2193	24	100			
60045001	Venture	II-2	25_E	300	core, box	1981	07	31		24	47	57	N	082	13	16	W	m	24.7928	-82.2193	24	100			
60045001	Venture	II-2	22_C	300	core, box	1981	08	01		25	17	11	N	083	02	04	W	m	25.2852	-83.034	52	100			
60045001	Venture	II-2	16_C	300	core, box	1981	07	27		25	45	42	N	083	11	04	W	m	25.757	-83.184	53	100			
60045001	Venture	II-2	16_E	300	core, box	1981	07	27		25	45	42	N	083	11	04	W	m	25.757	-83.184	53	100			
60045001	Venture	II-2	12_C	300	core, box	1981	07	24		26	16	43	N	083	47	40	W	m	26.2738	-83.79	89	100			
60045001	Venture	II-2	05_C	300	core, box	1981	07	22		26	45	42	N	084	00	08	W	m	26.757	-84.0013	89	100			
20995002	Thomas G. Thompson	TT051	017_042	400	core, gravity undiff.	1970	08	22		59	11	50	N	171	10	70	W	m	59.1917	-171.1783	78	63			
20995002	Thomas G. Thompson	TT051	011_031	400	core, gravity undiff.	1970	08	21		60	40	60	N	175	06	90	W	m	60.6767	-175.115	103	84			
20995002	Thomas G. Thompson	TT051	008_024	100	grab, undifferentiated	1970	08	20		62	02	90	N	168	28	90	W	m	62.0483	-168.4817	34				
60045001	Venture	II-3	04_E	300	core, box	1982	01	31		26	45	49	N	083	32	07	W	m	26.7582	-83.5345	55	100			
60045001	Venture	II-3	05_E	300	core, box	1982	01	31		26	45	42	N	084	00	08	W	m	26.757	-84.0013	89	100			
23055001	T-Kip IV	II-A	02PS20X	107	grab, smith-mcintyre	1978	08	24	0609	29	01	70	N	090	09	77	W	m	29.0283	-90.1628	14	5	SMITH-MCINTYRE		
03995007	Multiple	QUART3	38_02	107	grab, smith-mcintyre	1974	01	25		40	25	00	N	073	56	00	W		40.4167	-73.9333	14		SMITH-MCINTYRE		
03995007	Multiple	QUART3	36_05	107	grab, smith-mcintyre	1974	01	25		40	25	00	N	073	52	00	W		40.4167	-73.8667	21		SMITH-MCINTYRE		
03995007	Multiple	OCSS	032_01	107	grab, smith-mcintyre	1975	04	23	1830	40	07	20	N	073	31	90	W		40.12	-73.5317	38		SMITH-MCINTYRE		
03995007	Multiple	OCSS	020_01	107	grab, smith-mcintyre	1975	04	26	0450	39	32	10	N	073	06	20	W		39.535	-73.1033	45		SMITH-MCINTYRE		
03995007	Multiple	OCSS	021_01	107	grab, smith-mcintyre	1975	04	26	0625	39	32	50	N	072	52	70	W		39.5417	-72.8783	58		SMITH-MCINTYRE		
03995007	Multiple	OCSS	016_01	107	grab, smith-mcintyre	1975	04	26	0315	39	22	00	N	073	04	90	W		39.3667	-73.0817	54		SMITH-MCINTYRE		
03995007	Multiple	OCSS	010_05	107	grab, smith-mcintyre	1975	04	25	2010	39	06	80	N	073	20	80	W		39.1133	-73.3467	58		SMITH-MCINTYRE		
03995007	Multiple	OCSS	005_01	107	grab, smith-mcintyre	1975	04	25	0700	38	48	50	N	074	08	80	W		38.8083	-74.1467	43		SMITH-MCINTYRE		
03995007	Multiple	OCSS	010_01	107	grab, smith-mcintyre	1975	04	25	2010	39	06	80	N	073	20	80	W		39.1133	-73.3467	58		SMITH-MCINTYRE		
41995002	Multiple	unknown	PWB7042	0	unknown	1970	10	08	1246	70	00	00	N	167	41	00	W	m	70	-167.6833	52				
41995002	Multiple	unknown	PWB7023	0	unknown	1970	10	02	2030	70	23	00	N	162	24	00	W	m	70.3833	-162.4	24				
41995002	Multiple	unknown	PWB7026	0	unknown	1970	10	03	1842	70	11	00	N	162	52	00	W	m	70.1833	-162.8667	18				
41995002	Multiple	unknown	JG02-21	0	unknown	1976				58	18	82	N	168	17	39	W	m	58.3137	-168.2898	157				
41995002	Multiple	unknown	PWB7018	0	unknown	1970	09	30	1736	70	24	00	N	164	09	00	W	m	70.4	-164.15	40				
41995002	Multiple	unknown	JG-42	0	unknown	1976				56	34	85	N	167	54	21	W	m	56.5808	-167.9035	107				
41995002	Multiple	unknown	JG-35	0	unknown	1976				55	47	09	N	168	13	30	W	m	55.7848	-168.2217	135				
41995002	Multiple	unknown	JG-37	0	unknown	1976				55	27	00	N	167	28	85	W	m	55.45	-167.4808	138				
41995002	Multiple	unknown	JG-40	0	unknown	1976				58	01	32	N	168	16	90	W	m	58.022	-168.2817	80				
41995002	Multiple	unknown	JG-15	0	unknown	1976				56	20	08	N	167	26	72	W	m	56.3347	-167.4453	121				
41995002	Multiple	unknown	JG-18	0	unknown	1976				55	17	29	N	165	59	04	W	m	55.2882	-165.984	122				
23055001	T-Kip IV	II-A	08SN101	107	grab, smith-mcintyre	1978	08	25	0653	28	58	16	N	090	01	42	W	m	28.9693	-90.0237	26	5	SMITH-MCINTYRE		
23055001	T-Kip IV	II-A	08SN051	107	grab, smith-mcintyre	1978	08	25	0730	28	57	89	N	090	01	42	W	m	28.9648	-90.0237	26	5	SMITH-MCINTYRE		
23055001	T-Kip IV	II-A	08SN057	107	grab, smith-mcintyre	1978	08	25	0730	28	57	89	N	090	01	42	W	m	28.9648	-90.0237	26	5	SMITH-MCINTYRE		
09055005	Kane	343601	BS-15	406	core, gravity, ewing	1975	08	31		38	35	34	N	009	15	95	E	m	38.589	9.2658	1275	149	MOD. EWING GRAV		
09055005	Kane	343601	BS-18	406	core, gravity, ewing	1975	09	01		37	57	00	N	010	08	20	E	m	37.95	10.1367	400	221	MOD. EWING GRAV		
09055002	Kane	344602	7	406	core, gravity, ewing	1976	02	10		16	59	6	N	063	32	3	W	m	16.0993	-63.0538	925	34	EWING GRAV CORE		
09055002	Kane	344602	22	406	core, gravity, ewing	1976	02	13		18	42	1	N	067	19	7	W	m	18.0702	-67.0328	1830		EWING GRAV CORE		
09055002	Kane	344602	3	406	core, gravity, ewing	1976	02	08		15	00	3	N	063	37	9	W	m	15.0005	-63.0632	1260	19	EWING GRAV CORE		
09055002	Kane	344602	19	406	core, gravity, ewing	1976	02	12		18	05	0	N	067	40	0	W	m	18.0083	-67.0667	670		EWING GRAV CORE		
09005007	Rehoboth	D-5	36BS-1B	404	core, gravity, hydroplastic (PVC)	1963	01	05		37	47	90	N	127	17	50	W	m	37.7983	-127.2917	4444	66	PVC GRAV CORE		
09005007	Rehoboth	D-5	30BS-32	405	core, gravity, kullenberg	1962	12	08		31	15	40	N	121	48	10	W	m	31.2567	-121.8017	3920	300	KULL GRAV CORE		
09005007	Rehoboth	D-5	23BS-24	405	core, gravity, kullenberg	1962	12	05		30	45	70	N	120	32	00	W	m	30.7617	-120.5333	3767	244	KULL GRAV CORE		
09005007	Rehoboth	D-5	28BS-30	405	core, gravity, kullenberg	1962	12	08		31	04	10	N	121	57	80	W	m	31.0683	-121.9633	4015	320	KULL GRAV CORE		
09005007	Rehoboth	D-5	14BS-15	405	core, gravity, kullenberg	1962	12	02		31	02	00	N	121	22	70	W	m	31.0333	-121.3783	3987	162	KULL GRAV CORE		
09005007	Rehoboth	D-5	16BS-17	405	core, gravity, kullenberg	1962	12	03		31	26	10	N	121	27	90	W	m	31.435	-121.465	3859	279	KULL GRAV CORE		
09005007	Rehoboth	D-5	20BS-21	405	core, gravity, kullenberg	1962	12	04		31	15	10	N	120	41	20	W	m	31.2517	-120.6867	3744	315	KULL GRAV CORE		
09005006	Unknown Platform	214	95_96	101	grab, orange peel	1964	03	08		24	10	00	N	076	45	00	W	m	24.1667	-76.75	2		ORNGE PEEL GRAB		
09005006	Unknown Platform	214	97_98	101	grab, orange peel	1964	03	08		24	15	00	N	076	50	00	W	m	24.25	-76.8333	5		ORNGE PEEL GRAB		
09005006	Unknown Platform	214	91_92	101	grab, orange peel	1964	03	08		24	10	00	N	077	05	00	W	m	24.1667	-77.0833	5		ORNGE PEEL GRAB		
09005034	Unknown Platform	L.I. 430	1_7	100	grab, undifferentiated					30	21	00	N	081	18	00	W	m	30.35	-81.3			GRAB SAMPLE		
23055001	T-Kip IV	II-A	12SN104	107	grab, smith-mcintyre	1978	08	25	0245	28	59	66	N	090	09	68	W	m	28.9943	-90.1613	24	5	SMITH-MCINTYRE		
20995002	Northwind	NW063	099	401	core, gravity, phleger	1963	08	27		74	30	00	N	138	00	00	E	m	74.5	138	20	28			
20995002	Northwind	NW063	103	401	core, gravity, phleger	1963	08	27		73	30	00	N	138	00	00	E	m	73.5	138	22	95			
20995002	Northwind	NW063	107	401	core, gravity, phleger	1963	08	27		72	30	00	N	137	40	00	E	m	72.5	137.6667	24	85			
20995002	Northwind	NW063	087	401	core, gravity, phleger	1963	08	25		73	20	00	N	149	40	00	E	m	73.3333	149.6667	16	10			
20995002	Northwind	NW063	090	101	grab, orange peel	1963	08	25		72	35	00	N	149	30	00	E	m	72.5833	149.5	10				
20995002	Northwind	NW063	092	101	grab, orange peel	1963	08	26		74	08	00	N	146	46	00	E	m	74.1333	146.7667	15				
20995002	Northwind	NW063	079	101	grab, orange peel	1963	08	22		72	50	00	N	155	20	00	E	m	72.8333	155.3333	31				
09685001	Luiseno	H.016547	YR19-1	100	grab, undifferentiated	1956	10	23		37	14	80	N	076	22	70	W	m	37.2467	-76.3783	20		GRAB SAMPLE		
09685001	Luiseno	H.016547	YR13-1	100	grab, undifferentiated	1956	10	22	0401	37	14	20	N	076	22	50	W	m	37.2367	-76.375	22		GRAB SAMPLE		
09685001	Luiseno	H.016547	YR17-1	100	grab, undifferentiated	1956	10	23		37	14	70	N	076	22	90	W	m	37.245	-76.3817	20		GRAB SAMPLE		
09995026	Silas Bent	939011	1015-2H	0	unknown	1969	02	13		30	50	8	N	130	56	4	E	m	30.0847	130.094	110	184	NO INFO AVAIL		
09995026	Hunt	939012	1015-8	502	core, piston, ewing	1969	05	06		31	46	0	N	128	46	0	E	m	31.0767	128.0767	768	531	MOD EWING PIST		
09995026	Silas Bent	939011	1015-1H	0	unknown	1969	02	13		30	43	0	N	130	36	5	E	m	30.0717	130.0608	183	82	NO INFO AVAIL		
09995012	Glacier	00652	9	401	core, gravity, phleger	1960	02	16		71	49	00	S	097	35	00	W	m	-71.8167	-97.5833	165		PHLEGER CORE		
09995012	Glacier	00652	20	401	core, gravity, phleger	1960	03	08		67	31	40	S	071	36	00	W	m	-67.5233	-71.6	430	53	PHLEGER CORE		
20995002	Thomas G. Thompson	TT042	127_279	400	core, gravity undiff.	1969	09	07		62	00	00	N	171	00	80	W	m	62	-171.0133	51	55			
20995002	Thomas G. Thompson	TT042	121_267	100	grab, undifferentiated	1969	09	06		60	19	90	N	171	42	20	W	m	60.3317	-171.7033	66				
20995002	Thomas G. Thompson	TT042	114_253	100	grab, undifferentiated	1969	09	05		61	08	90	N	172	18	30	W	m	61.1483	-172.305	66				
60045001	Venture	I-4	18_C	300	core, box	1981	04	29		25	45	22	N	083	42	13	W	m	25.7537	-83.7022	86	100			
60045001	Venture	I-4	14_D	300	core, box	1981	04	28		25	46	01	N	082	23	49	W	m	25.7668	-82.3915	26	100			
60045001	Venture	I-4	16_A	300	core, box	1981	04	29		25	45	42	N	083	11	04	W	m	25.757	-83.184	53	100			
20995002	Multiple	ANC69	065	101	grab, orange peel	1962	08	04		70	22	80	N	167	51	70	W	m	70.38	-167.8617	49				
20995002	Multiple	ANC69	075	101	grab, orange peel	1962	08	06		71	02	50	N	167	10	20	W	m	71.0417	-167.17					
20995002	Multiple	ANC69	058	101	grab, orange peel	1962	08	01		68	57	50	N	165	41	50	W	m	68.9583	-165.6917	17				
20995002	Multiple	ANC69	062	101	grab, orange peel	1962	08	04		70	40	60	N	167	51	90	W	m	70.6767	-167.865	48	0			
09315004	Requisite	00865	AS43-54	401	core, gravity, phleger	1961	03	17		21	30	00	N	059	45	00	E	m	21.5	59.75	1527	59	PHLEGER CORE		
09315004	Requisite	00865	AS37-76	401	core, gravity, phleger	1961	03	24		21	27	90	N	065	29	10	E	m	21.465	65.485	2688	69	PHLEGER CORE		
09315004	Requisite	00865	AS29-77	401	core, gravity, phleger	1961	03	24		22	25	20	N	065	30	00	E	m	22.42	65.5	2333	72	PHLEGER CORE		
09315004	Requisite	00865	AS34-87	401	core, gravity, phleger	1961	03	29		21	29	80	N	068	30	10	E	m	21.4967	68.5017	91	71	PHLEGER CORE		
09315004	Requisite	00865	AS15-92	101	grab, orange peel	1961	03	31		23	23	90	N	067	31	90	E	m	23.3983	67.5317			ORNGE PEEL GRAB		
09315004	Requisite	00865	AS20-69	401	core, gravity, phleger	1961	03	22		23	30	00	N	062	30	00	E	m	23.5	62.5	3054	73	PHLEGER CORE		
09315004	Requisite	00865	AS10-80	401	core, gravity, phleger	1961	03	25		24	24	60	N	064	26	80	E	m	24.41	64.4467	3063	59	PHLEGER CORE		
09315004	Requisite	00865	AS04-57	401	core, gravity, phleger	1961	03	19		24	30	00	N	058	30	00	E	m	24.5	58.5	2177	41	PHLEGER CORE		
09315004	Requisite	00865	AS08-70	401	core, gravity, phleger	1961	03	23		24	28	50	N	062	25	90	E	m	24.475	62.4317	2231	56	PHLEGER CORE		
09315004	Requisite	00658	PG24_6	401	core, gravity, phleger	1960	02	20		27	22	00	N	051	07	00	E	m	27.3667	51.1167	58	23	PHLEGER CORE		
09315004	Requisite	00658	PG-22_9	401	core, gravity, phleger	1960	02	26		27	40	00	N	050	36	00	E	m	27.6667	50.6	54	11	PHLEGER CORE		
09315001	Requisite	31946	6	401	core, gravity, phleger	1962	05	09		20	34	00	N	073	56	00	W	m	20.5667	-73.9333	3017	43	PHLEGER CORE		
09315004	Requisite	00658	PG-1710	401	core, gravity, phleger	1960	02	27		28	17	00	N	050	06	00	E	m	28.2833	50.1	54	8	PHLEGER CORE		
60045001	Venture	II-2	05_E	300	core, box	1981	07	22		26	45	42	N	084	00	08	W	m	26.757	-84.0013	89	100			
60045001	Venture	II-2	06_E	300	core, box	1981	07	28		26	16	47	N	082	38	21	W	m	26.2745	-82.6368	26	100			
60045001	Venture	I-4	28_C	300	core, box	1981	04	24		24	47	07	N	083	13	05	W	m	24.7845	-83.2175	58	100			
60045001	Venture	I-4	28_E	300	core, box	1981	04	24		24	47	07	N	083	13	05	W	m	24.7845	-83.2175	58	100			
60045001	Venture	I-4	25_C	300	core, box	1981	04	23		24	47	57	N	082	13	16	W	m	24.7928	-82.2193	24	100			
60045001	Venture	I-4	22_C	300	core, box	1981	04	26		25	17	11	N	083	02	04	W	m	25.2852	-83.034	52	100			
60045001	Venture	I-4	22_E	300	core, box	1981	04	26		25	17	11	N	083	02	04	W	m	25.2852	-83.034	52	100			
09995007	Serrano	SERRANO	80	100	grab, undifferentiated	1961	11	22		03	15	50	N	100	10	50	E	m	3.2583	100.175	65		GRAB SAMPLE		
09005058	Unknown Platform	NCEL	TH-5	503	core, piston, hydroplastic (PVC)					34	09	86	N	119	45	54	W	m	34.1643	-119.759	105		PVC PISTON CORE		
09005058	Unknown Platform	NCEL	SCNI40	502	core, piston, ewing	1969	06			34	14	68	N	119	44	43	W	m	34.2447	-119.7405	54		EWING PISTON		
09005058	Unknown Platform	NCEL	SCNI46	503	core, piston, hydroplastic (PVC)	1969	06			34	14	59	N	119	44	50	W	m	34.2432	-119.7417	54		PVC PISTON CORE		
23085001	Lady Gloria	10/05/82	NE_1	107	grab, smith-mcintyre	1982	10	05	1613	29	40	67	N	093	27	68	W	m	29.6778	-93.4613	9		SMITH-MCINTYRE		
23085001	Lady Gloria	10/05/82	SE_1	107	grab, smith-mcintyre	1982	10	05	1814	29	39	62	N	093	27	60	W	m	29.6603	-93.46	9		SMITH-MCINTYRE		
23085001	Lady Gloria	10/05/82	M10A_1	107	grab, smith-mcintyre	1982	10	05	1655	29	40	15	N	093	28	22	W	m	29.6692	-93.4703	9		SMITH-MCINTYRE		
23045003	Sea Transporter	III	03PN057	107	grab, smith-mcintyre	1979	01	09	2300	28	40	30	N	090	14	72	W	m	28.6717	-90.2453	29	5	SMITH-MCINTYRE		
23045003	Sea Transporter	III	03PE208	107	grab, smith-mcintyre	1979	01	10	0120	28	40	40	N	090	13	56	W	m	28.6733	-90.226	29	5	SMITH-MCINTYRE		
23045003	Sea Transporter	III	03PN053	107	grab, smith-mcintyre	1979	01	09	2300	28	40	30	N	090	14	72	W	m	28.6717	-90.2453	29	5	SMITH-MCINTYRE		
23045003	Sea Transporter	III	03PE057	107	grab, smith-mcintyre	1979	01	10	0216	28	40	13	N	090	14	43	W	m	28.6688	-90.2405	29	5	SMITH-MCINTYRE		
23045003	Sea Transporter	III	03PE05X	107	grab, smith-mcintyre	1979	01	10	0216	28	40	13	N	090	14	43	W	m	28.6688	-90.2405	29	5	SMITH-MCINTYRE		
23045003	Sea Transporter	III	03PE205	107	grab, smith-mcintyre	1979	01	10	0120	28	40	40	N	090	13	56	W	m	28.6733	-90.226	29	5	SMITH-MCINTYRE		
23045003	Sea Transporter	III	02PW207	107	grab, smith-mcintyre	1979	01	13	2326	29	02	83	N	090	11	00	W	m	29.0472	-90.1833	12	5	SMITH-MCINTYRE		
23045003	Sea Transporter	III	02PW20X	107	grab, smith-mcintyre	1979	01	13	2326	29	02	83	N	090	11	00	W	m	29.0472	-90.1833	12	5	SMITH-MCINTYRE		
23045003	Sea Transporter	III	03PE055	107	grab, smith-mcintyre	1979	01	10	0216	28	40	13	N	090	14	43	W	m	28.6688	-90.2405	29	5	SMITH-MCINTYRE		
20995002	Thomas G. Thompson	TT020	079_237	500	core, piston undiff.	1967	09	12		62	07	00	N	176	03	00	W	m	62.1167	-176.05	96	415			
20995002	Thomas G. Thompson	TT020	069_206	500	core, piston undiff.	1967	08	22		69	21	50	N	170	29	00	W	m	69.3583	-170.4833	54	328			
65005001	Unknown Platform	ALASKAG	DBC21B1	701	drive sample, hand core	1977	2	2	2000	59	23	15	N	139	26	00	W	m	59.3858	-139.4333		15	HAND CORE		
23085001	Lady Gloria	07/07/82	E1_1	107	grab, smith-mcintyre	1982	07	08	1920	30	03	53	N	093	26	15	W	m	30.0588	-93.4358	4		SMITH-MCINTYRE		
23085001	Lady Gloria	05/20/82	DS_1	107	grab, smith-mcintyre	1982	06	10	1600	29	39	62	N	093	28	22	W	m	29.6603	-93.4703	10		SMITH-MCINTYRE		
23055001	T-Kip IV	II-A	07SN204	107	grab, smith-mcintyre	1978	08	26	1009	28	49	65	N	089	47	28	W	m	28.8275	-89.788	61	5	SMITH-MCINTYRE		
23055001	T-Kip IV	II-A	07SN208	107	grab, smith-mcintyre	1978	08	26	1009	28	49	65	N	089	47	28	W	m	28.8275	-89.788	61	5	SMITH-MCINTYRE		
20995002	Northwind	NW063	138	400	core, gravity undiff.	1963	08	31		75	45	50	N	134	30	00	E	m	75.7583	134.5	38	122			
20995002	Northwind	NW063	132	100	grab, undifferentiated	1963	08	28		72	15	00	N	134	25	00	E	m	72.25	134.4167	21				
20995002	Northwind	NW063	118	101	grab, orange peel	1963	08	28		73	45	00	N	133	53	00	E	m	73.75	133.8833	16				
65005001	Unknown Platform	ALASKAG	DBC39A1	701	drive sample, hand core	1977	2	2	2000	59	47	55	N	139	54	25	W	m	59.7925	-139.9042		15	HAND CORE		
65005001	Unknown Platform	ALASKAG	DBC36D1	701	drive sample, hand core	1977	2	2	2000	59	50	20	N	139	46	30	W	m	59.8367	-139.7717		15	HAND CORE		
23085001	Lady Gloria	10/02/81	M18_1	107	grab, smith-mcintyre	1981	10	03	0020	29	39	87	N	093	26	58	W	m	29.6645	-93.443	9		SMITH-MCINTYRE		
23085001	Lady Gloria	10/02/81	NW_1	107	grab, smith-mcintyre	1981	10	02	1555	29	40	67	N	093	28	80	W	m	29.6778	-93.48	9		SMITH-MCINTYRE		
23085001	Lady Gloria	10/05/82	E1_1	107	grab, smith-mcintyre	1982	10	06	1640	30	03	53	N	093	26	15	W	m	30.0588	-93.4358	4		SMITH-MCINTYRE		
23085001	Lady Gloria	10/02/81	DN_1	107	grab, smith-mcintyre	1981	10	02	1730	29	40	67	N	093	28	22	W	m	29.6778	-93.4703	9		SMITH-MCINTYRE		
23085001	Lady Gloria	10/02/81	E1_1	107	grab, smith-mcintyre	1981	10	03	1810	30	03	53	N	093	26	15	W	m	30.0588	-93.4358	4		SMITH-MCINTYRE		
23085001	Lady Gloria	08/03/82	NW_1	107	grab, smith-mcintyre	1982	08	03	1428	29	40	67	N	093	28	80	W	m	29.6778	-93.48	9		SMITH-MCINTYRE		
23085001	Lady Gloria	08/03/82	E4_1	107	grab, smith-mcintyre	1982	08	04	2119	29	51	33	N	093	18	78	W	m	29.8555	-93.313	1		SMITH-MCINTYRE		
23085001	Lady Gloria	08/03/82	M10_1	107	grab, smith-mcintyre	1982	08	03	1544	29	39	87	N	093	28	58	W	m	29.6645	-93.4763	9		SMITH-MCINTYRE		
09995039	Lynch	LYNCH	BS-17	404	core, gravity, hydroplastic (PVC)	1974	01	24		14	16	3	N	063	22	5	W	m	14.0272	-63.0375	1463	48	HYG		
09995039	Lynch	LYNCH	BS-11	404	core, gravity, hydroplastic (PVC)	1974	01	21		12	34	0	N	063	30	0	W	m	12.0567	-63.05	1100	55	HYG		
09005034	Unknown Platform	L.I. 430	1_6	100	grab, undifferentiated					30	21	00	N	081	18	00	W	m	30.35	-81.3			GRAB SAMPLE		
09005012	Unknown Platform	STCR65	TR11-AG	101	grab, orange peel	1965	10	21		17	44	20	N	064	59	00	W	m	17.7367	-64.9833	982		ORNGE PEEL GRAB		
09005012	Unknown Platform	STCR65	4_C23G	101	grab, orange peel	1965	10	04		17	44	40	N	064	57	40	W	m	17.74	-64.9567	1086		ORNGE PEEL GRAB		
03995010	Unknown Platform	MAFLADM4	5105	300	core, box	1978	02	13		29	08	12	N	83	43	75	W		29.1353	-83.7292	21	0			
03995010	Unknown Platform	MAFLADM4	5088	300	core, box	1978	02	14		28	42	03	N	84	20	00	W		28.7005	-84.3333	37	0			
03995010	Unknown Platform	MAFLADM4	5077	300	core, box	1978	02	14		28	33	95	N	84	20	15	W		28.5658	-84.3358	38	0			
03995010	Unknown Platform	MAFLADM4	5082	300	core, box	1978	02	14		28	42	03	N	84	20	00	W		28.7005	-84.3333	37	0			
03995010	Unknown Platform	MAFLADM4	5084	300	core, box	1978	02	14		28	42	03	N	84	20	00	W		28.7005	-84.3333	37	0			
03995010	Unknown Platform	MAFLADM4	5060	300	core, box	1978	02	15		28	23	82	N	85	14	97	W		28.397	-85.2495	174	0			
03995010	Unknown Platform	MAFLADM4	5064	300	core, box	1978	02	15		28	23	82	N	85	14	97	W		28.397	-85.2495	174	0			
03995010	Unknown Platform	MAFLADM4	5049	300	core, box	1978	02	15		27	56	97	N	84	48	00	W		27.9495	-84.8	190	0			
09685001	Luiseno	H.016547	YR1-1	401	core, gravity, phleger	1956	10	16		37	14	60	N	076	22	30	W	m	37.2433	-76.3717	19	3	PHLEGER CORE		
09685001	Luiseno	H.016547	Y21-1-2	100	grab, undifferentiated	1956	10	24		37	14	65	N	076	22	50	W	m	37.2442	-76.375	22		GRAB SAMPLE		
09685001	Luiseno	H.016547	Y13-1-2	401	core, gravity, phleger	1956	10	22	0401	37	14	20	N	076	22	50	W	m	37.2367	-76.375	22	2	PHLEGER CORE		
09685001	Luiseno	H.016547	Y18-1-2	100	grab, undifferentiated	1956	10	23		37	14	70	N	076	22	80	W	m	37.245	-76.38	20		GRAB SAMPLE		
09685001	Luiseno	H.016547	Y04-1-2	100	grab, undifferentiated	1956	10	16		37	14	50	N	076	22	20	W	m	37.2417	-76.37	19		GRAB SAMPLE		
09685001	Luiseno	H.016547	Y07-1-2	401	core, gravity, phleger	1956	10	19		37	14	70	N	076	22	54	W	m	37.245	-76.3757	19	2	PHLEGER CORE		
09685001	Luiseno	H.016547	Y11-1-2	401	core, gravity, phleger	1956	10	22		37	14	80	N	076	22	50	W	m	37.2467	-76.375	17	3	PHLEGER CORE		
09685001	Luiseno	H.016547	LC17-1	100	grab, undifferentiated	1956	10	1		36	51	10	N	075	54	30	W	m	36.8517	-75.905	18		GRAB SAMPLE		
09685001	Luiseno	H.016547	LC6-1	100	grab, undifferentiated	1956	10	05		36	51	00	N	075	53	71	E	m	36.85	75.8952	12		GRAB SAMPLE		
